snapshot_date,bvid,title,mid,up_name,fans,archive_count,pubdate_unix,duration_sec,views,likes,favorites,coins,shares,replies,danmaku,like_rate,interaction_rate
2026-07-22,BV1sVAKzUEy9,【挽救计划】披着太空冒险外皮的童话故事，无剧透简评高司令新片,505201963,不是电影乐队,43,26,1774151700,322,3375,1358,182,22,15,26,18,0.4024,0.4803
